caminho,pasta_raiz,categoria,subcategoria,subpasta,arquivo,extensao,tipo,tamanho_bytes,hash
Databriks_Udemy/Download/5.Utilizando Data Frames e Delta Lake/Deltalake1.ipynb,Databriks_Udemy,Databricks,Módulo 2,Download\5.Utilizando Data Frames e Delta Lake,Deltalake1.ipynb,.ipynb,conteudo,37619,adbb5d13d07417b8bc636f9706f2234154b6e7d63df13943e2428de92ea507bc
Databriks_Udemy/Download/5.Utilizando Data Frames e Delta Lake/Deltalake2.ipynb,Databriks_Udemy,Databricks,Módulo 2,Download\5.Utilizando Data Frames e Delta Lake,Deltalake2.ipynb,.ipynb,conteudo,6378,93461ec8478a6b386171f01f4f3bb6402ed35c69f6263ca8dfc4882e74e67371
Databriks_Udemy/Download/5.Utilizando Data Frames e Delta Lake/Deltalake3.ipynb,Databriks_Udemy,Databricks,Módulo 2,Download\5.Utilizando Data Frames e Delta Lake,Deltalake3.ipynb,.ipynb,conteudo,9374,707b3357c82415fc8c99c59df51a86a523204326004c204d67a885d2a1e55724
Databriks_Udemy/Download/5.Utilizando Data Frames e Delta Lake/Partition.ipynb,Databriks_Udemy,Databricks,Módulo 2,Download\5.Utilizando Data Frames e Delta Lake,Partition.ipynb,.ipynb,conteudo,4828273,98ef391af40cff2f297d62cd2c09e07c48be0bc153dee889bd846fd49e954180
Databriks_Udemy/Download/5.Utilizando Data Frames e Delta Lake/sql_dataframes.ipynb,Databriks_Udemy,Databricks,Módulo 2,Download\5.Utilizando Data Frames e Delta Lake,sql_dataframes.ipynb,.ipynb,conteudo,31990,51764501a7764b94347d7580a4603f1048b23e660a8448d58af66d6bae142786
Databriks_Udemy/Download/6.Gráficos e Dashboards/Churn.pdf,Databriks_Udemy,Databricks,Módulo 2,Download\6.Gráficos e Dashboards,Churn.pdf,.pdf,conteudo,893152,ae882aa7d60503e5b279a1cb3ed1eaf4e855b93ed41ccc65e702e2d68650ec26
Databriks_Udemy/Download/7.Pyspark.Pandas/pyspark.pandas - Koalas.ipynb,Databriks_Udemy,Databricks,Módulo 2,Download\7.Pyspark.Pandas,pyspark.pandas - Koalas.ipynb,.ipynb,conteudo,33263,9ec2f10f7a8ae311012976d58265e1e0e97f5a7e28d6f74e3b709361289516da
Databriks_Udemy/Download/8.Construindo Delta Lake/Build_DeltaLake.ipynb,Databriks_Udemy,Databricks,Módulo 2,Download\8.Construindo Delta Lake,Build_DeltaLake.ipynb,.ipynb,conteudo,22908,f169c1505fa576ebf08a483b267ae0008be23845727f40a802d49efb1353cc83
Databriks_Udemy/Download/8.Construindo Delta Lake/categories.csv,Databriks_Udemy,Databricks,Módulo 2,Download\8.Construindo Delta Lake,categories.csv,.csv,dado,432,aa158c415b0f8dae3afaf9b44e246a4f54ecf9610de72e6820e384c23b599fd1
Databriks_Udemy/Download/8.Construindo Delta Lake/customers.csv,Databriks_Udemy,Databricks,Módulo 2,Download\8.Construindo Delta Lake,customers.csv,.csv,dado,12345,746488d03af3c122f21aba4cfdde3a63b1cc97a518c63d23c3b88323206c5ba4
Databriks_Udemy/Download/8.Construindo Delta Lake/employees.csv,Databriks_Udemy,Databricks,Módulo 2,Download\8.Construindo Delta Lake,employees.csv,.csv,dado,4593,41b10c1ca445952ea7018e42e7f9811add1a4b15983bd81cc41d531bd47c144c
Databriks_Udemy/Download/8.Construindo Delta Lake/orderdetails.csv,Databriks_Udemy,Databricks,Módulo 2,Download\8.Construindo Delta Lake,orderdetails.csv,.csv,dado,46804,063342c0d5c8d0f29167cd8a92de2647256bbe1bc855fb8ada37d258998ac95b
Databriks_Udemy/Download/8.Construindo Delta Lake/orders.csv,Databriks_Udemy,Databricks,Módulo 2,Download\8.Construindo Delta Lake,orders.csv,.csv,dado,136684,596e06aa5c69c144310c5511d78e8cf6b007678b0f78c947b7584a9da5f68c21
Databriks_Udemy/Download/8.Construindo Delta Lake/products.csv,Databriks_Udemy,Databricks,Módulo 2,Download\8.Construindo Delta Lake,products.csv,.csv,dado,4773,5f04ef67953776015e81c8814332a5dac90084f2553c780de9ac07389d9b49ce
Databriks_Udemy/Download/8.Construindo Delta Lake/shippers.csv,Databriks_Udemy,Databricks,Módulo 2,Download\8.Construindo Delta Lake,shippers.csv,.csv,dado,148,c990763fd3c2468ef5b8eaf87007b199cd980488b1fa2b8ce4032361726cd91b
Databriks_Udemy/Download/8.Construindo Delta Lake/suppliers.csv,Databriks_Udemy,Databricks,Módulo 2,Download\8.Construindo Delta Lake,suppliers.csv,.csv,dado,4642,331690db2ad247b4c84adbcfef1460349635bf6ea1908705769f0d19c81a363d
Databriks_Udemy/Download/9.Conectando ao DataLake com Python/Conexao.ipynb,Databriks_Udemy,Databricks,Módulo 2,Download\9.Conectando ao DataLake com Python,Conexao.ipynb,.ipynb,conteudo,26644,fe9cf62d9fe6f46c713183426fff1222eb08775457b260e34e5fd1713938ae3f
Databriks_Udemy/Download/dados/Carros.csv,Databriks_Udemy,Databricks,Módulo 2,Download\dados,Carros.csv,.csv,dado,1235,049c6a378d166bab190baae21785db57446827ff0bed2661f67d1feac28d2fa7
Databriks_Udemy/Download/dados/Churn.csv,Databriks_Udemy,Databricks,Módulo 2,Download\dados,Churn.csv,.csv,dado,455395,5a7c83709f150a8ca20bb20ec080b8f9a238ee67008c95e8d5e9b75ad255395d
Databriks_Udemy/Download/dados/despachantes.csv,Databriks_Udemy,Databricks,Módulo 2,Download\dados,despachantes.csv,.csv,dado,529,b9988868c26b31b4bbb539a2632fb3c45372dbe9b42a5656187371ad65363f13
Databriks_Udemy/Download/dados/iris.csv,Databriks_Udemy,Databricks,Módulo 2,Download\dados,iris.csv,.csv,dado,4753,69a2774d46b2c322afba26d54109f90ffeeac617b0f771a168d696e66059da6c
Databriks_Udemy/Download/dados/reclamacoes.csv,Databriks_Udemy,Databricks,Módulo 2,Download\dados,reclamacoes.csv,.csv,dado,112,09c3e76c460889bd983668c81227c0119a90d8a14e1594ae34e19432f61ae97e
Engenharia_PY/python-3.11.4-amd64/python-3.11.4-amd64.exe,Engenharia_PY,Engenharia de Dados,,python-3.11.4-amd64,python-3.11.4-amd64.exe,.exe,outro,25426160,47be821c0f1825d90fc40f83a3ee3d3a691a3e16c8e21ac0cd56371362aaad50
Engenharia_PY/SQL+Server+E-Commerce+formato+CSV/Categoria.csv,Engenharia_PY,Engenharia de Dados,,SQL+Server+E-Commerce+formato+CSV,Categoria.csv,.csv,dado,198,f34172635f91b7c76cba48c18a963893ad33239ff0f2133092747f4d7052710e
Engenharia_PY/SQL+Server+E-Commerce+formato+CSV/Clientes.csv,Engenharia_PY,Engenharia de Dados,,SQL+Server+E-Commerce+formato+CSV,Clientes.csv,.csv,dado,12353,163e3f4776809e64e24ab9c9400a1b646f0aea5f797fb00cdf4ef260684c565a
Engenharia_PY/SQL+Server+E-Commerce+formato+CSV/Ordens.csv,Engenharia_PY,Engenharia de Dados,,SQL+Server+E-Commerce+formato+CSV,Ordens.csv,.csv,dado,420236,011486be976fa7262242ded3db560875eccbbca3ae8d6c9bf54c7160cd4bcd38
Engenharia_PY/SQL+Server+E-Commerce+formato+CSV/Produto.csv,Engenharia_PY,Engenharia de Dados,,SQL+Server+E-Commerce+formato+CSV,Produto.csv,.csv,dado,1040,ed32695110c6f9c7003b0132b72eac39b68945ef4409acaaebf7c57572f8b753
Engenharia_PY/SQL+Server+E-Commerce+formato+CSV/Vendas.csv,Engenharia_PY,Engenharia de Dados,,SQL+Server+E-Commerce+formato+CSV,Vendas.csv,.csv,dado,1017001,4d34c45bb3a8a0eddac2e0d4668f5cf37776e94c2ea1a9eedaebbb47b4408c12
Engenharia_PY/01.+Postgree/01. Postgree/postgresql-16.1-1-windows-x64.exe,Engenharia_PY,Engenharia de Dados,,01.+Postgree\01. Postgree,postgresql-16.1-1-windows-x64.exe,.exe,outro,378784880,16eaa194fcb94d6aa856a14080892233058c6725744324fcbf436aea6585e931
Engenharia_PY/01.+Postgree/01. Postgree/Destino/Anac.csv,Engenharia_PY,Engenharia de Dados,,01.+Postgree\01. Postgree\Destino,Anac.csv,.csv,dado,527922,3a54ec4c8dcd1433a74b42a42fcbd0a9530a97cbe2318435a655603fb7d77414
Engenharia_PY/01.+Postgree/01. Postgree/Destino/Anac.json,Engenharia_PY,Engenharia de Dados,,01.+Postgree\01. Postgree\Destino,Anac.json,.json,dado,1608095,398cc00e5e4810cd21ac068ac0b1c11afa895aa2bf61afee516e4c2d83a23858
Engenharia_PY/01.+Postgree/01. Postgree/Destino/Anac.parquet,Engenharia_PY,Engenharia de Dados,,01.+Postgree\01. Postgree\Destino,Anac.parquet,.parquet,dado,134852,473edb9d25e70918fcf4f807e42c09b072f267458277831f165684b09dc46c3a
Engenharia_PY/01.+Postgree/01. Postgree/Destino/Anac.xlsx,Engenharia_PY,Engenharia de Dados,,01.+Postgree\01. Postgree\Destino,Anac.xlsx,.xlsx,dado,777111,fb17deb2c61b19eeb002e4831a5faf6e068b9b40b980040d862d1f0403788fd8
Engenharia_PY/01.+Postgree/01. Postgree/Origem de dados/V_OCORRENCIA_AMPLA.json,Engenharia_PY,Engenharia de Dados,,01.+Postgree\01. Postgree\Origem de dados,V_OCORRENCIA_AMPLA.json,.json,dado,21589596,2301eb04ff54e85a0a4d552224a6c067d74f51f65eed333376b3895ce7d95e81
Engenharia_PY/01.+Postgree/01. Postgree/Destino/Anac_particonado.parquet/regiao=Centro-Oeste/084c01fe9483436e8e4077572ccecbba-0.parquet,Engenharia_PY,Engenharia de Dados,,01.+Postgree\01. Postgree\Destino\Anac_particonado.parquet\regiao=Centro-Oeste,084c01fe9483436e8e4077572ccecbba-0.parquet,.parquet,dado,22098,f9f674dc12da31791b60694d201095ea6a58e51dcccc9383ccec3df08ce69031
Engenharia_PY/01.+Postgree/01. Postgree/Destino/Anac_particonado.parquet/regiao=Centro-Oeste/8cf514679546445b9f9b6187430be510-0.parquet,Engenharia_PY,Engenharia de Dados,,01.+Postgree\01. Postgree\Destino\Anac_particonado.parquet\regiao=Centro-Oeste,8cf514679546445b9f9b6187430be510-0.parquet,.parquet,dado,22098,f9f674dc12da31791b60694d201095ea6a58e51dcccc9383ccec3df08ce69031
Engenharia_PY/01.+Postgree/01. Postgree/Destino/Anac_particonado.parquet/regiao=Nordeste/084c01fe9483436e8e4077572ccecbba-0.parquet,Engenharia_PY,Engenharia de Dados,,01.+Postgree\01. Postgree\Destino\Anac_particonado.parquet\regiao=Nordeste,084c01fe9483436e8e4077572ccecbba-0.parquet,.parquet,dado,18040,4f4c66194eaa0359cd0d363268fbe74936b09e2222e2d1443b4cf9cb7da68d3a
Engenharia_PY/01.+Postgree/01. Postgree/Destino/Anac_particonado.parquet/regiao=Nordeste/8cf514679546445b9f9b6187430be510-0.parquet,Engenharia_PY,Engenharia de Dados,,01.+Postgree\01. Postgree\Destino\Anac_particonado.parquet\regiao=Nordeste,8cf514679546445b9f9b6187430be510-0.parquet,.parquet,dado,18040,4f4c66194eaa0359cd0d363268fbe74936b09e2222e2d1443b4cf9cb7da68d3a
Engenharia_PY/01.+Postgree/01. Postgree/Destino/Anac_particonado.parquet/regiao=Norte/084c01fe9483436e8e4077572ccecbba-0.parquet,Engenharia_PY,Engenharia de Dados,,01.+Postgree\01. Postgree\Destino\Anac_particonado.parquet\regiao=Norte,084c01fe9483436e8e4077572ccecbba-0.parquet,.parquet,dado,18461,58aff4c204e87ea413a74a44636363c54ce6ad831a0951a17b161ab9c258bdf6
Engenharia_PY/01.+Postgree/01. Postgree/Destino/Anac_particonado.parquet/regiao=Norte/8cf514679546445b9f9b6187430be510-0.parquet,Engenharia_PY,Engenharia de Dados,,01.+Postgree\01. Postgree\Destino\Anac_particonado.parquet\regiao=Norte,8cf514679546445b9f9b6187430be510-0.parquet,.parquet,dado,18461,58aff4c204e87ea413a74a44636363c54ce6ad831a0951a17b161ab9c258bdf6
Engenharia_PY/01.+Postgree/01. Postgree/Destino/Anac_particonado.parquet/regiao=Sudeste/084c01fe9483436e8e4077572ccecbba-0.parquet,Engenharia_PY,Engenharia de Dados,,01.+Postgree\01. Postgree\Destino\Anac_particonado.parquet\regiao=Sudeste,084c01fe9483436e8e4077572ccecbba-0.parquet,.parquet,dado,56228,5854e6acbbb48ea3c04429bcadb6ee0e8722a3cabc0626b4fd3f2902dbc3633a
Engenharia_PY/01.+Postgree/01. Postgree/Destino/Anac_particonado.parquet/regiao=Sudeste/8cf514679546445b9f9b6187430be510-0.parquet,Engenharia_PY,Engenharia de Dados,,01.+Postgree\01. Postgree\Destino\Anac_particonado.parquet\regiao=Sudeste,8cf514679546445b9f9b6187430be510-0.parquet,.parquet,dado,56228,5854e6acbbb48ea3c04429bcadb6ee0e8722a3cabc0626b4fd3f2902dbc3633a
Engenharia_PY/01.+Postgree/01. Postgree/Destino/Anac_particonado.parquet/regiao=Sul/084c01fe9483436e8e4077572ccecbba-0.parquet,Engenharia_PY,Engenharia de Dados,,01.+Postgree\01. Postgree\Destino\Anac_particonado.parquet\regiao=Sul,084c01fe9483436e8e4077572ccecbba-0.parquet,.parquet,dado,26504,c4bb973109df4f5413631ff0849f510f2a61728f69ec317713620409be8b8366
Engenharia_PY/01.+Postgree/01. Postgree/Destino/Anac_particonado.parquet/regiao=Sul/8cf514679546445b9f9b6187430be510-0.parquet,Engenharia_PY,Engenharia de Dados,,01.+Postgree\01. Postgree\Destino\Anac_particonado.parquet\regiao=Sul,8cf514679546445b9f9b6187430be510-0.parquet,.parquet,dado,26504,c4bb973109df4f5413631ff0849f510f2a61728f69ec317713620409be8b8366
Engenharia_PY/01.+Postgree/01. Postgree/Destino/Anac_particonado.parquet/regiao=__HIVE_DEFAULT_PARTITION__/084c01fe9483436e8e4077572ccecbba-0.parquet,Engenharia_PY,Engenharia de Dados,,01.+Postgree\01. Postgree\Destino\Anac_particonado.parquet\regiao=__HIVE_DEFAULT_PARTITION__,084c01fe9483436e8e4077572ccecbba-0.parquet,.parquet,dado,11236,e9c89bed6cd1b3a354eafaaeb9026fdef4f27f2ff7e6f4a84c41b869341df328
Engenharia_PY/01.+Postgree/01. Postgree/Destino/Anac_particonado.parquet/regiao=__HIVE_DEFAULT_PARTITION__/8cf514679546445b9f9b6187430be510-0.parquet,Engenharia_PY,Engenharia de Dados,,01.+Postgree\01. Postgree\Destino\Anac_particonado.parquet\regiao=__HIVE_DEFAULT_PARTITION__,8cf514679546445b9f9b6187430be510-0.parquet,.parquet,dado,11236,e9c89bed6cd1b3a354eafaaeb9026fdef4f27f2ff7e6f4a84c41b869341df328
Engenharia_PY/01.+Postgree/01. Postgree/Destino/Anac_particonado.parquet/regiao=Centro-Oeste/uf=DF/b75fa60ddd5745ae882a5e2ccc0bf738-0.parquet,Engenharia_PY,Engenharia de Dados,,01.+Postgree\01. Postgree\Destino\Anac_particonado.parquet\regiao=Centro-Oeste\uf=DF,b75fa60ddd5745ae882a5e2ccc0bf738-0.parquet,.parquet,dado,6683,80efa77f88b6bde7509b32c5ee86ea43802f140b5bc55d82bc7fbf5f0ecf8735
Engenharia_PY/01.+Postgree/01. Postgree/Destino/Anac_particonado.parquet/regiao=Centro-Oeste/uf=GO/b75fa60ddd5745ae882a5e2ccc0bf738-0.parquet,Engenharia_PY,Engenharia de Dados,,01.+Postgree\01. Postgree\Destino\Anac_particonado.parquet\regiao=Centro-Oeste\uf=GO,b75fa60ddd5745ae882a5e2ccc0bf738-0.parquet,.parquet,dado,9010,afdce318d4181a2cf9b34a22fc9e41a4fc91bd0bdd81616144547d527ece28e3
Engenharia_PY/01.+Postgree/01. Postgree/Destino/Anac_particonado.parquet/regiao=Centro-Oeste/uf=MS/b75fa60ddd5745ae882a5e2ccc0bf738-0.parquet,Engenharia_PY,Engenharia de Dados,,01.+Postgree\01. Postgree\Destino\Anac_particonado.parquet\regiao=Centro-Oeste\uf=MS,b75fa60ddd5745ae882a5e2ccc0bf738-0.parquet,.parquet,dado,6487,dcf5b616bcf91f0e052c30f8569ac46c52754d552ae32d67d979172281c24202
Engenharia_PY/01.+Postgree/01. Postgree/Destino/Anac_particonado.parquet/regiao=Centro-Oeste/uf=MT/b75fa60ddd5745ae882a5e2ccc0bf738-0.parquet,Engenharia_PY,Engenharia de Dados,,01.+Postgree\01. Postgree\Destino\Anac_particonado.parquet\regiao=Centro-Oeste\uf=MT,b75fa60ddd5745ae882a5e2ccc0bf738-0.parquet,.parquet,dado,8980,fe1b33a0d9252d06bb7ae381742448896fd4a4cc67e7a3df93d0b907e835e4da
Engenharia_PY/01.+Postgree/01. Postgree/Destino/Anac_particonado.parquet/regiao=Nordeste/uf=AL/b75fa60ddd5745ae882a5e2ccc0bf738-0.parquet,Engenharia_PY,Engenharia de Dados,,01.+Postgree\01. Postgree\Destino\Anac_particonado.parquet\regiao=Nordeste\uf=AL,b75fa60ddd5745ae882a5e2ccc0bf738-0.parquet,.parquet,dado,3678,5127d717ac7ecc4270955b7c277ced75f177aa7a387876276d4c13416127c5cd
Engenharia_PY/01.+Postgree/01. Postgree/Destino/Anac_particonado.parquet/regiao=Nordeste/uf=BA/b75fa60ddd5745ae882a5e2ccc0bf738-0.parquet,Engenharia_PY,Engenharia de Dados,,01.+Postgree\01. Postgree\Destino\Anac_particonado.parquet\regiao=Nordeste\uf=BA,b75fa60ddd5745ae882a5e2ccc0bf738-0.parquet,.parquet,dado,8016,ee858826a9c8f2883d71c1f28b73cfaf17717eeea8f008a93a6f2b251434eb5b
Engenharia_PY/01.+Postgree/01. Postgree/Destino/Anac_particonado.parquet/regiao=Nordeste/uf=CE/b75fa60ddd5745ae882a5e2ccc0bf738-0.parquet,Engenharia_PY,Engenharia de Dados,,01.+Postgree\01. Postgree\Destino\Anac_particonado.parquet\regiao=Nordeste\uf=CE,b75fa60ddd5745ae882a5e2ccc0bf738-0.parquet,.parquet,dado,5379,c003c0f5ca4c92854372900f6454638d5fe109482b64020d1d63a05c632ca6a2
Engenharia_PY/01.+Postgree/01. Postgree/Destino/Anac_particonado.parquet/regiao=Nordeste/uf=MA/b75fa60ddd5745ae882a5e2ccc0bf738-0.parquet,Engenharia_PY,Engenharia de Dados,,01.+Postgree\01. Postgree\Destino\Anac_particonado.parquet\regiao=Nordeste\uf=MA,b75fa60ddd5745ae882a5e2ccc0bf738-0.parquet,.parquet,dado,4951,ded627183ba35b8a980e54e1e0715da11ad673efc7690b063f8078d052ca9b8f
Engenharia_PY/01.+Postgree/01. Postgree/Destino/Anac_particonado.parquet/regiao=Nordeste/uf=PB/b75fa60ddd5745ae882a5e2ccc0bf738-0.parquet,Engenharia_PY,Engenharia de Dados,,01.+Postgree\01. Postgree\Destino\Anac_particonado.parquet\regiao=Nordeste\uf=PB,b75fa60ddd5745ae882a5e2ccc0bf738-0.parquet,.parquet,dado,3769,a06828035b31850dc22fc24bb02383dad7f0589553ed01d94897d1c260f3d2c9
Engenharia_PY/01.+Postgree/01. Postgree/Destino/Anac_particonado.parquet/regiao=Nordeste/uf=PE/b75fa60ddd5745ae882a5e2ccc0bf738-0.parquet,Engenharia_PY,Engenharia de Dados,,01.+Postgree\01. Postgree\Destino\Anac_particonado.parquet\regiao=Nordeste\uf=PE,b75fa60ddd5745ae882a5e2ccc0bf738-0.parquet,.parquet,dado,5732,ed6cebc63ae69e15512b472ff3206cbb63b48caa92714b77e9db81acec5a10e0
Engenharia_PY/01.+Postgree/01. Postgree/Destino/Anac_particonado.parquet/regiao=Nordeste/uf=PI/b75fa60ddd5745ae882a5e2ccc0bf738-0.parquet,Engenharia_PY,Engenharia de Dados,,01.+Postgree\01. Postgree\Destino\Anac_particonado.parquet\regiao=Nordeste\uf=PI,b75fa60ddd5745ae882a5e2ccc0bf738-0.parquet,.parquet,dado,4134,0431dbd176f33ea62f4aa4004de17020aa5969f58e04f63fdc4dbbd8ce63adfc
Engenharia_PY/01.+Postgree/01. Postgree/Destino/Anac_particonado.parquet/regiao=Nordeste/uf=RN/b75fa60ddd5745ae882a5e2ccc0bf738-0.parquet,Engenharia_PY,Engenharia de Dados,,01.+Postgree\01. Postgree\Destino\Anac_particonado.parquet\regiao=Nordeste\uf=RN,b75fa60ddd5745ae882a5e2ccc0bf738-0.parquet,.parquet,dado,3678,93288d5ea0fcf69c614e0bcebfb8d0e28a7b2b4cc5c5b1faa998ea9d6c848809
Engenharia_PY/01.+Postgree/01. Postgree/Destino/Anac_particonado.parquet/regiao=Nordeste/uf=SE/b75fa60ddd5745ae882a5e2ccc0bf738-0.parquet,Engenharia_PY,Engenharia de Dados,,01.+Postgree\01. Postgree\Destino\Anac_particonado.parquet\regiao=Nordeste\uf=SE,b75fa60ddd5745ae882a5e2ccc0bf738-0.parquet,.parquet,dado,3610,debea2b3f8fcb3d54b5fcf41044adc298a616e4827502323cc3ec5420f5f7ac9
Engenharia_PY/01.+Postgree/01. Postgree/Destino/Anac_particonado.parquet/regiao=Norte/uf=AC/b75fa60ddd5745ae882a5e2ccc0bf738-0.parquet,Engenharia_PY,Engenharia de Dados,,01.+Postgree\01. Postgree\Destino\Anac_particonado.parquet\regiao=Norte\uf=AC,b75fa60ddd5745ae882a5e2ccc0bf738-0.parquet,.parquet,dado,4222,b132be07ff50c08814c81ef6541919b64eb779f6b52205e038110b26b6f38be6
Engenharia_PY/01.+Postgree/01. Postgree/Destino/Anac_particonado.parquet/regiao=Norte/uf=AM/b75fa60ddd5745ae882a5e2ccc0bf738-0.parquet,Engenharia_PY,Engenharia de Dados,,01.+Postgree\01. Postgree\Destino\Anac_particonado.parquet\regiao=Norte\uf=AM,b75fa60ddd5745ae882a5e2ccc0bf738-0.parquet,.parquet,dado,7717,7839ec46743aa4dfdd1b10e09b63054de65c8aac5a447d6716e2b35765cb8291
Engenharia_PY/01.+Postgree/01. Postgree/Destino/Anac_particonado.parquet/regiao=Norte/uf=AP/b75fa60ddd5745ae882a5e2ccc0bf738-0.parquet,Engenharia_PY,Engenharia de Dados,,01.+Postgree\01. Postgree\Destino\Anac_particonado.parquet\regiao=Norte\uf=AP,b75fa60ddd5745ae882a5e2ccc0bf738-0.parquet,.parquet,dado,3455,d56f12aedc2e3ad9b8e588ec7952e0cbf56e9fd541e7b409d5500481eff4377b
Engenharia_PY/01.+Postgree/01. Postgree/Destino/Anac_particonado.parquet/regiao=Norte/uf=PA/b75fa60ddd5745ae882a5e2ccc0bf738-0.parquet,Engenharia_PY,Engenharia de Dados,,01.+Postgree\01. Postgree\Destino\Anac_particonado.parquet\regiao=Norte\uf=PA,b75fa60ddd5745ae882a5e2ccc0bf738-0.parquet,.parquet,dado,8736,edb60f5f7be4398098b99e82f99c66ae62b1d1e6e7cc0921467d562c9106fa32
Engenharia_PY/01.+Postgree/01. Postgree/Destino/Anac_particonado.parquet/regiao=Norte/uf=RO/b75fa60ddd5745ae882a5e2ccc0bf738-0.parquet,Engenharia_PY,Engenharia de Dados,,01.+Postgree\01. Postgree\Destino\Anac_particonado.parquet\regiao=Norte\uf=RO,b75fa60ddd5745ae882a5e2ccc0bf738-0.parquet,.parquet,dado,4107,d3f12740edde7b8d1b7afa949e463e860bda8b2015312decff725e4b358a357f
Engenharia_PY/01.+Postgree/01. Postgree/Destino/Anac_particonado.parquet/regiao=Norte/uf=RR/b75fa60ddd5745ae882a5e2ccc0bf738-0.parquet,Engenharia_PY,Engenharia de Dados,,01.+Postgree\01. Postgree\Destino\Anac_particonado.parquet\regiao=Norte\uf=RR,b75fa60ddd5745ae882a5e2ccc0bf738-0.parquet,.parquet,dado,4324,df968fe183b1bfd869b8e2b27cc2a8c38148bdd88f4122ba339f056868d5e931
Engenharia_PY/01.+Postgree/01. Postgree/Destino/Anac_particonado.parquet/regiao=Norte/uf=TO/b75fa60ddd5745ae882a5e2ccc0bf738-0.parquet,Engenharia_PY,Engenharia de Dados,,01.+Postgree\01. Postgree\Destino\Anac_particonado.parquet\regiao=Norte\uf=TO,b75fa60ddd5745ae882a5e2ccc0bf738-0.parquet,.parquet,dado,4329,1991fe292c33090f4734117ab6c2e59124470b9a80806540bc539e29dc9503cf
Engenharia_PY/01.+Postgree/01. Postgree/Destino/Anac_particonado.parquet/regiao=Sudeste/uf=ES/b75fa60ddd5745ae882a5e2ccc0bf738-0.parquet,Engenharia_PY,Engenharia de Dados,,01.+Postgree\01. Postgree\Destino\Anac_particonado.parquet\regiao=Sudeste\uf=ES,b75fa60ddd5745ae882a5e2ccc0bf738-0.parquet,.parquet,dado,5033,f1126d21e7ab47037b651d06718376a57ae353ba8c24d4df0689af4e75db41c4
Engenharia_PY/01.+Postgree/01. Postgree/Destino/Anac_particonado.parquet/regiao=Sudeste/uf=MG/b75fa60ddd5745ae882a5e2ccc0bf738-0.parquet,Engenharia_PY,Engenharia de Dados,,01.+Postgree\01. Postgree\Destino\Anac_particonado.parquet\regiao=Sudeste\uf=MG,b75fa60ddd5745ae882a5e2ccc0bf738-0.parquet,.parquet,dado,13912,7b735488b76e477a8c6807b152702365aec83dfbbb74727debcc4b9e7fb738b1
Engenharia_PY/01.+Postgree/01. Postgree/Destino/Anac_particonado.parquet/regiao=Sudeste/uf=RJ/b75fa60ddd5745ae882a5e2ccc0bf738-0.parquet,Engenharia_PY,Engenharia de Dados,,01.+Postgree\01. Postgree\Destino\Anac_particonado.parquet\regiao=Sudeste\uf=RJ,b75fa60ddd5745ae882a5e2ccc0bf738-0.parquet,.parquet,dado,14603,65e96f9b889f67d1567fa2d2a64475930b4f544673351b9a9e86e81ef042fca1
Engenharia_PY/01.+Postgree/01. Postgree/Destino/Anac_particonado.parquet/regiao=Sudeste/uf=SP/b75fa60ddd5745ae882a5e2ccc0bf738-0.parquet,Engenharia_PY,Engenharia de Dados,,01.+Postgree\01. Postgree\Destino\Anac_particonado.parquet\regiao=Sudeste\uf=SP,b75fa60ddd5745ae882a5e2ccc0bf738-0.parquet,.parquet,dado,32941,4d3a792dfdb95883b0a43dff8bf4e610c301b0a564f7f1b168962b502dfd1a9c
Engenharia_PY/01.+Postgree/01. Postgree/Destino/Anac_particonado.parquet/regiao=Sul/uf=PR/b75fa60ddd5745ae882a5e2ccc0bf738-0.parquet,Engenharia_PY,Engenharia de Dados,,01.+Postgree\01. Postgree\Destino\Anac_particonado.parquet\regiao=Sul\uf=PR,b75fa60ddd5745ae882a5e2ccc0bf738-0.parquet,.parquet,dado,13668,ec782a88fb6a45542a04c3e93792f9a12bc70868ea5b447317fc6ee4e73e6a21
Engenharia_PY/01.+Postgree/01. Postgree/Destino/Anac_particonado.parquet/regiao=Sul/uf=RS/b75fa60ddd5745ae882a5e2ccc0bf738-0.parquet,Engenharia_PY,Engenharia de Dados,,01.+Postgree\01. Postgree\Destino\Anac_particonado.parquet\regiao=Sul\uf=RS,b75fa60ddd5745ae882a5e2ccc0bf738-0.parquet,.parquet,dado,10385,5e88497de0b15e0e7fd38b7536995c6481bb581c662efd60d0029c38a62ecb79
Engenharia_PY/01.+Postgree/01. Postgree/Destino/Anac_particonado.parquet/regiao=Sul/uf=SC/b75fa60ddd5745ae882a5e2ccc0bf738-0.parquet,Engenharia_PY,Engenharia de Dados,,01.+Postgree\01. Postgree\Destino\Anac_particonado.parquet\regiao=Sul\uf=SC,b75fa60ddd5745ae882a5e2ccc0bf738-0.parquet,.parquet,dado,8287,39b2266ca3ef166e6915239a92b282affa997908a6e32b6d13400878b2f9dacd
